run,model,data_spec,prior_spec,constraint_spec,parameter,unit,mean,sd,ci_2.5,ci_97.5
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,n,Nbar drift in ten-log-point units,-0.020492848190734256,0.031148941939788056,-0.08270688957708838,0.0412441078338814
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,phi_1,AR(1) coefficient,0.894940826647604,0.037623575749545383,0.8216576561405112,0.9682906119112064
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,rho,reported physical units,0.1169328404944704,0.10351627767904843,-0.08536671330211398,0.3129124580425095
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,rho_1,AR(2) coefficient,0.754867464942717,0.17050904962485036,0.4033625697714754,1.0442467054281475
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,rho_2,AR(2) coefficient,-0.018098305819072,0.13625721323131887,-0.30009758422648763,0.2333954572016601
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,sigma_N,reported physical units,0.2926608252457345,0.02676931962246045,0.24514940721114556,0.3496436249985578
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,sigma_e,reported physical units,0.6344176145009102,0.041317094780966186,0.5615063800881852,0.7248135717339109
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,sigma_eps,reported physical units,0.3328996017449988,0.03135709352657777,0.27595350002355146,0.39953668108898094
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,sigma_eta,reported physical units,0.6264913304897118,0.04059649599436207,0.5543742266313394,0.7160499474476149
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,sigma_u,reported physical units,0.3211065236501045,0.030388643204628737,0.26763314996454773,0.3860756830080597
hsa_steady_output_gap_hp_baseline_restricted_kappa_20260623_111202,hsa_steady,output_gap_hp,baseline,restricted_kappa,sigma_zeta,reported physical units,0.5848063737277136,0.038046155936577966,0.5173365554734956,0.6644139165882228
